recipe_urls,recipe_name,prep_time,cooking_time,total_time,recipe_servings,recipe_yield,r_ingrids,r_direction,r_nutrition_info
https://www.allrecipes.com/recipe/246613/almond-berry-smoothie/,Almond Berry Smoothie,10 mins,,10 mins,1,1 smoothie,"['1 cup frozen blueberries', '1 banana', '½ cup almond milk', '1 tablespoon almond butter', 'water as needed']","['1   Combine blueberries, banana, almond milk, and almond butter in a blender; blend until smooth, adding water for a thinner smoothie.    Advertisement']",['Per Serving:  321 calories; protein 5.3g; carbohydrates 55.6g; fat 11.7g; sodium 161.7mg.']
https://www.allrecipes.com/recipe/158727/bacon-for-the-family-or-a-crowd/,Bacon for the Family or a Crowd,5 mins,15 mins,20 mins,4,12 strips,['1 pound thick sliced bacon'],"['1   Preheat oven to 350 degrees F (175 degrees C). Line a baking sheet with aluminum foil. Arrange bacon on baking sheet in a single layer with the edges touching or slightly overlapping.', '2   Bake in preheated oven to desired degree of doneness, 10 to 15 minutes. Remove bacon from the baking sheet with tongs or a fork, and drain on a paper towel-lined plate.']",['Per Serving:  203 calories; protein 13.9g; carbohydrates 0.5g; fat 15.6g; cholesterol 41.2mg; sodium 865.2mg.']
https://www.allrecipes.com/recipe/85629/worlds-best-scones-from-scotland-to-the-savoy-to-the-us/,World's Best Scones! From Scotland to the Savoy to the U.S.,20 mins,15 mins,35 mins,8,8 scones,"['1 ¾ cups all-purpose flour', '4 teaspoons baking powder', '¼ cup white sugar', '⅛ teaspoon salt', '5 tablespoons unsalted butter', '½ cup dried currants or raisins', '½ cup milk', '¼ cup sour cream', '1 egg', '1 tablespoon milk']","['1   Preheat the oven to 400 degrees F (200 degrees C).', '2   Sift the flour, baking powder, sugar and salt into a large bowl. Cut in butter using a pastry blender or rubbing between your fingers until it is in pea sized lumps. Stir in the currants. Mix together 1/2 cup milk and sour cream in a measuring cup. Pour all at once into the dry ingredients, and stir gently until well blended. Overworking the dough results in terrible scones!', '3   With floured hands, pat scone dough into balls 2 to 3 inches across, depending on what size you want. Place onto a greased baking sheet, and flatten lightly. Let the scones barely touch each other. Whisk together the egg and 1 tablespoon of milk. Brush the tops of the scones with the egg wash. Let them rest for about 10 minutes.', '4   Bake for 10 to 15 minutes in the preheated oven, until the tops are golden brown, not deep brown. Break each scone apart, or slice in half. Serve with butter or clotted cream and a selection of jams - or even plain.']",['Per Serving:  247 calories; protein 4.8g; carbohydrates 35.4g; fat 10g; cholesterol 46.9mg; sodium 238mg.']
https://www.allrecipes.com/recipe/222566/greek-omelet-with-asparagus-and-feta-cheese/,Greek Omelet with Asparagus and Feta Cheese,20 mins,10 mins,30 mins,4,1 large omelet,"['2 tablespoons olive oil', '6 spears fresh asparagus, trimmed and chopped', '½ red bell pepper, chopped', '½ cup cherry tomatoes, halved', '½ cup chopped fresh spinach', '½ teaspoon minced garlic', '½ teaspoon dried oregano', '½ teaspoon dried basil', 'salt to taste', '2 tablespoons butter', '6 large eggs', '¼ cup whole milk', '½ cup crumbled feta cheese', '¼ cup shredded Cheddar cheese']","['1   Heat olive oil in a large skillet over medium heat; cook and stir asparagus and red bell pepper until the vegetables start to soften, about 3 minutes. Stir in cherry tomatoes, spinach, garlic, oregano, basil, and salt and continue cooking until tomatoes are soft and spinach has cooked down, another 3 to 5 minutes. Remove from heat and transfer vegetables to a plate.', '2   Melt butter in clean skillet over medium heat. Whisk eggs and milk in a bowl and pour into hot butter, swirling skillet to cover entire bottom with egg mixture. Pull up an edge of the omelet with a spatula and tilt pan to allow unset egg to run underneath and cook; continue around pan, lifting omelet edge and tilting pan, until all the egg mixture is set. Sprinkle omelet with salt.', '3   Spoon cooked asparagus mixture onto one side of the omelet and sprinkle with feta and Cheddar cheeses. Gently fold half the omelet over the vegetables and cheese and press edges lightly to seal in the filling. Cook until filling is hot and Cheddar cheese has melted, 1 to 2 more minutes. Cut in slices to serve.']",['Per Serving:  321 calories; protein 15.5g; carbohydrates 5.3g; fat 27g; cholesterol 319.9mg; sodium 451.8mg.']
https://www.allrecipes.com/recipe/16383/basic-crepes/,Basic Crepes,10 mins,20 mins,30 mins,4,8 crepes,"['1 cup all-purpose flour', '2 eggs', '½ cup milk', '½ cup water', '¼ teaspoon salt', '2 tablespoons butter, melted']","['1   In a large mixing bowl, whisk together the flour and the eggs. Gradually add in the milk and water, stirring to combine. Add the salt and butter; beat until smooth.', '2   Heat a lightly oiled griddle or frying pan over medium high heat. Pour or scoop the batter onto the griddle, using approximately 1/4 cup for each crepe. Tilt the pan with a circular motion so that the batter coats the surface evenly.', '3   Cook the crepe for about 2 minutes, until the bottom is light brown. Loosen with a spatula, turn and cook the other side. Serve hot.']",['Per Serving:  216 calories; protein 7.4g; carbohydrates 25.5g; fat 9.2g; cholesterol 110.7mg; sodium 235.3mg.']
https://www.allrecipes.com/recipe/222611/sunday-brunch-casserole/,Sunday Brunch Casserole,15 mins,50 mins,1 hr 5 mins,6,6 servings,"['1 ½ pounds thick sliced bacon', '½ cup chopped sweet onion', '½ cup chopped red bell pepper', '12 eggs', '1 cup milk', '1 (16 ounce) package frozen hash brown potatoes, thawed', '1 cup shredded Cheddar cheese', '1 teaspoon salt', '½ teaspoon ground black pepper', '¼ teaspoon dried dill']","['1   Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x13-inch baking dish.', '2   Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain bacon slices on paper towels; reserving 2 tablespoons drippings in the skillet. Crumble bacon and set aside.', '3   Cook and stir onion and bell pepper over medium heat in reserved drippings until tender, about 5 minutes; remove with slotted spoon.', '4   Whisk eggs and milk in a large bowl. Fold hash browns, Cheddar cheese, salt, pepper, dill, onion mixture, and crumbled bacon into egg mixture; transfer to prepared baking dish.', '5   Bake in preheated oven until a knife inserted near the center comes out clean, 35 to 45 minutes.']",['Per Serving:  511 calories; protein 34.2g; carbohydrates 18.9g; fat 37.3g; cholesterol 436.1mg; sodium 1548.5mg.']
https://www.allrecipes.com/recipe/22180/waffles-i/,Waffles I,5 mins,15 mins,20 mins,6,6 servings,"['2 eggs', '2 cups all-purpose flour', '1 ¾ cups milk', '½ cup vegetable oil', '1 tablespoon white sugar', '4 teaspoons baking powder', '¼ teaspoon salt', '½ teaspoon vanilla extract']","['1   Preheat waffle iron. Beat eggs in large bowl with hand beater until fluffy. Beat in flour, milk, vegetable oil, sugar, baking powder, salt and vanilla, just until smooth.', '2   Spray preheated waffle iron with non-stick cooking spray. Pour mix onto hot waffle iron. Cook until golden brown. Serve hot.']",['Per Serving:  382 calories; protein 8.7g; carbohydrates 38g; fat 21.6g; cholesterol 67.7mg; sodium 390mg.']
https://www.allrecipes.com/recipe/144059/jumbo-breakfast-cookies/,Jumbo Breakfast Cookies,10 mins,,22 mins,24,24 big cookies,"['2 cups white sugar', '1 cup peanut butter', '1 cup butter or margarine', '½ cup water', '2 tablespoons vanilla extract', '2 eggs', '2 ¼ cups all-purpose flour', '1 teaspoon baking soda', '½ teaspoon salt', '1 ½ cups rolled oats', '1 ½ cups raisins', '6 cups toasted oat cereal rings (such as Cheerios®)']","['1   Preheat the oven to 375 degrees F (190 degrees C).', '2   In a very large bowl, mix together the sugar, peanut butter, butter, water, vanilla and eggs until smooth. Combine the flour, baking soda and salt; stir into the batter. Mix in the oats and raisins, then carefully stir in the cereal. Drop 1/2 cupfuls of dough onto ungreased cookie sheets, spacing cookies about 4 inches apart. Flatten cookies to 1 inch thick.', '3   Bake for 12 minutes in the preheated oven, until cookies are lightly browned at the edges. Let stand on the cookie sheets for 5 minutes before removing to wire racks to cool completely. Store at room temperature. I like to put each cookie into a sandwich bag which makes them easy to grab on the way out the door.']",['Per Serving:  325 calories; protein 6.3g; carbohydrates 45.1g; fat 14.4g; cholesterol 35.8mg; sodium 262.3mg.']
https://www.allrecipes.com/recipe/216391/easy-sausage-gravy-and-biscuits/,Easy Sausage Gravy and Biscuits,5 mins,10 mins,15 mins,8,8 servings,"['1 (16 ounce) can refrigerated jumbo buttermilk biscuits', '1 (9.6 ounce) package Jimmy Dean® Original Hearty Pork Sausage Crumbles', '¼ cup flour', '2 ½ cups milk', 'Salt and ground black pepper to taste']","['1   Bake biscuits according to package directions.', '2   Meanwhile, cook sausage in large skillet over medium heat 5-6 minutes or until thoroughly heated, stirring frequently. Stir in flour. Gradually add milk; cook until mixture comes to a boil and thickens, stirring constantly. Reduce heat to medium-low; simmer 2 minutes, stirring constantly. Season to taste with salt and pepper.', '3   Split biscuits in half. Place 2 halves on each of 8 plates; top with about 1/3 cup gravy.']",['Per Serving:  333 calories; protein 9.8g; carbohydrates 30.8g; fat 18.7g; cholesterol 24.9mg; sodium 718.3mg.']
https://www.allrecipes.com/recipe/7016/french-toast-i/,French Toast,5 mins,10 mins,15 mins,3,6 slices,"['⅔ cup milk', '2 large eggs', '1 teaspoon vanilla extract (Optional)', '¼ teaspoon ground cinnamon (Optional)', 'salt to taste', '6 thick slices bread', '1 tablespoon unsalted butter, or more as needed']","['1   Whisk milk, eggs, vanilla, cinnamon, and salt together in a shallow bowl.', '2   Lightly butter a griddle and heat over medium-high heat.', '3   Dunk bread in the egg mixture, soaking both sides. Transfer to the hot skillet and cook until golden, 3 to 4 minutes per side. Serve hot.']",['Per Serving:  240 calories; protein 10.6g; carbohydrates 33.6g; fat 6.4g; cholesterol 128.3mg; sodium 477.7mg.']
https://www.allrecipes.com/recipe/45396/easy-pancakes/,Easy Pancakes,5 mins,10 mins,15 mins,4,4 servings,"['1 cup all-purpose flour', '2 tablespoons white sugar', '2 teaspoons baking powder', '1 teaspoon salt', '1 egg, beaten', '1 cup milk', '2 tablespoons vegetable oil']","['1   In a large bowl, mix flour, sugar, baking powder and salt. Make a well in the center, and pour in milk, egg and oil. Mix until smooth.', '2   Heat a lightly oiled griddle or frying pan over medium high heat. Pour or scoop the batter onto the griddle, using approximately 1/4 cup for each pancake. Brown on both sides and serve hot.']",['Per Serving:  247 calories; protein 6.8g; carbohydrates 33.5g; fat 9.6g; cholesterol 51.4mg; sodium 804.3mg.']
https://www.allrecipes.com/recipe/24530/buttermilk-pancakes-ii/,Buttermilk Pancakes II,15 mins,10 mins,25 mins,12,12 - 5 inch pancakes,"['3 cups all-purpose flour', '3 tablespoons white sugar', '3 teaspoons baking powder', '1 ½ teaspoons baking soda', '¾ teaspoon salt', '3 cups buttermilk', '½ cup milk', '3 eggs', '⅓ cup butter, melted']","['1   In a large bowl, combine flour, sugar, baking powder, baking soda, and salt. In a separate bowl, beat together buttermilk, milk, eggs and melted butter. Keep the two mixtures separate until you are ready to cook.', ""2   Heat a lightly oiled griddle or frying pan over medium high heat. You can flick water across the surface and if it beads up and sizzles, it's ready!"", ""3   Pour the wet mixture into the dry mixture, using a wooden spoon or fork to blend. Stir until it's just blended together. Do not over stir! Pour or scoop the batter onto the griddle, using approximately 1/2 cup for each pancake. Brown on both sides and serve hot.""]",['Per Serving:  219 calories; protein 7.2g; carbohydrates 30.7g; fat 7.4g; cholesterol 63.3mg; sodium 515.5mg.']
https://www.allrecipes.com/recipe/241707/joys-easy-banana-bread/,Joy's Easy Banana Bread,15 mins,1 hr,1 hr 15 mins,10,1 9x5-inch loaf,"['3 ripe bananas, mashed', '1 cup white sugar', '1 egg', '¼ cup melted butter', '1 ½ cups all-purpose flour', '1 teaspoon baking soda', '1 teaspoon salt']","['1   Preheat oven to 325 degrees F (165 degrees C). Grease a 9x5-inch loaf pan.', '2   Combine bananas, sugar, egg, and butter together in a bowl. Mix flour and baking soda together in a separate bowl; stir into banana mixture until batter is just mixed. Stir salt into batter. Pour batter into the prepared loaf pan.', '3   Bake in the preheated oven until a toothpick inserted in the center of the bread comes out clean, about 1 hour.']",['Per Serving:  225 calories; protein 3g; carbohydrates 42.4g; fat 5.4g; cholesterol 30.8mg; sodium 398.8mg.']
https://www.allrecipes.com/recipe/20334/banana-pancakes-i/,Banana Pancakes,5 mins,10 mins,15 mins,6,12 pancakes,"['1 cup all-purpose flour', '1 tablespoon white sugar', '2 teaspoons baking powder', '¼ teaspoon salt', '1 egg, beaten', '1 cup milk', '2 tablespoons vegetable oil', '2 ripe bananas, mashed']","['1   Combine flour, white sugar, baking powder, and salt in a bowl. Mix together egg, milk, vegetable oil, and bananas in a second bowl.', '2   Stir flour mixture into banana mixture; batter will be slightly lumpy.', '3   Heat a lightly oiled griddle or frying pan over medium high heat. Pour or scoop the batter onto the griddle, using approximately 1/4 cup for each pancake. Cook until pancakes are golden brown, 3 to 5 minutes per side. Serve hot.']",['Per Serving:  193 calories; protein 5g; carbohydrates 29.2g; fat 6.6g; cholesterol 34.3mg; sodium 245.9mg.']
https://www.allrecipes.com/recipe/162760/fluffy-pancakes/,Fluffy Pancakes,10 mins,10 mins,25 mins,4,8 pancakes,"['¾ cup milk', '2 tablespoons white vinegar', '1 cup all-purpose flour', '2 tablespoons white sugar', '1 teaspoon baking powder', '½ teaspoon baking soda', '½ teaspoon salt', '1 egg', '2 tablespoons butter, melted', 'cooking spray']","['1   Combine milk with vinegar in a medium bowl and set aside for 5 minutes to ""sour"".', '2   Combine flour, sugar, baking powder, baking soda, and salt in a large mixing bowl. Whisk egg and butter into ""soured"" milk. Pour the flour mixture into the wet ingredients and whisk until lumps are gone.', '3   Heat a large skillet over medium heat, and coat with cooking spray. Pour 1/4 cupfuls of batter onto the skillet, and cook until bubbles appear on the surface. Flip with a spatula, and cook until browned on the other side.']",['Per Serving:  230 calories; protein 6.4g; carbohydrates 32.7g; fat 8.2g; cholesterol 65.4mg; sodium 649.6mg.']
https://www.allrecipes.com/recipe/256007/best-scrambled-eggs/,Best Scrambled Eggs,5 mins,3 mins,8 mins,1,1 serving,"['2 eggs', '2 tablespoons sliced Cheddar cheese', '2 thin slices ham (Optional)', '1 teaspoon heavy whipping cream', '½ teaspoon butter']","['1   Whisk eggs together in a small bowl until smooth. Mix in Cheddar cheese, ham, and heavy cream.', '2   Melt butter in a skillet over medium heat. Pour in egg mixture; cook and stir until set but still moist, 3 to 5 minutes.']",['Per Serving:  294 calories; protein 20.5g; carbohydrates 1.1g; fat 23g; cholesterol 412.8mg; sodium 516.4mg.']
https://www.allrecipes.com/recipe/6698/moms-zucchini-bread/,Mom's Zucchini Bread,20 mins,1 hr,1 hr 40 mins,24,2 loaves,"['3 cups all-purpose flour', '1 teaspoon salt', '1 teaspoon baking soda', '1 teaspoon baking powder', '1 tablespoon ground cinnamon', '3 eggs', '1 cup vegetable oil', '2 ¼ cups white sugar', '3 teaspoons vanilla extract', '2 cups grated zucchini', '1 cup chopped walnuts']","['1   Grease and flour two 8 x 4 inch pans. Preheat oven to 325 degrees F (165 degrees C).', '2   Sift flour, salt, baking powder, soda, and cinnamon together in a bowl.', '3   Beat eggs, oil, vanilla, and sugar together in a large bowl. Add sifted ingredients to the creamed mixture, and beat well. Stir in zucchini and nuts until well combined. Pour batter into prepared pans.', '4   Bake for 40 to 60 minutes, or until tester inserted in the center comes out clean. Cool in pan on rack for 20 minutes. Remove bread from pan, and completely cool.']",['Per Serving:  255 calories; protein 3.3g; carbohydrates 32.1g; fat 13.1g; cholesterol 23.3mg; sodium 179.8mg.']
https://www.allrecipes.com/recipe/23810/grandmas-banana-bread/,Grandma's Banana Bread,15 mins,1 hr,1 hr 15 mins,12,12 servings,"['3 cups sugar', '1 cup margarine, softened', '1 teaspoon vanilla extract', '4 eggs', '3 ½ cups all-purpose flour', '2 teaspoons baking soda', '¼ teaspoon salt', '1 cup buttermilk', '6 very ripe bananas, mashed']","['1   Preheat oven to 325 degrees F (165 degrees C). Lightly grease a 9x13 inch baking pan.', '2   In a large bowl, cream together the sugar and margarine until light and fluffy. Stir in the eggs one at a time, beating well with each addition, then stir in the vanilla.', '3   In a large bowl, sift together flour, baking soda and salt. Blend this mixture into the egg mixture, alternately with the buttermilk; stir just to combine. Fold in the mashed bananas; mixing just enough to evenly combine. Pour batter into prepared pan.', '4   Bake in preheated oven until a toothpick inserted into center of the loaf comes our clean, about 60 minutes.']",['Per Serving:  545 calories; protein 7.3g; carbohydrates 92.6g; fat 17.3g; cholesterol 62.8mg; sodium 479.6mg.']
https://www.allrecipes.com/recipe/21649/sausage-balls/,Sausage Balls,15 mins,20 mins,35 mins,15,30 sausage balls,"['1 pound ground pork sausage', '2 cups biscuit baking mix', '1 pound sharp Cheddar cheese, shredded']","['1   Preheat oven to 350 degrees F (175 degrees C).', '2   In a large bowl, combine sausage, biscuit baking mix and cheese. Form into walnut size balls and place on baking sheets.', '3   Bake in preheated oven for 20 to 25 minutes, until golden brown and sausage is cooked through.']",['Per Serving:  264 calories; protein 12.8g; carbohydrates 10.5g; fat 19g; cholesterol 49.1mg; sodium 659.5mg.']
https://www.allrecipes.com/recipe/221261/peanut-butter-banana-smoothie/,Peanut Butter Banana Smoothie,5 mins,,5 mins,4,4 servings,"['2 bananas, broken into chunks', '2 cups milk', '½ cup peanut butter', '2 tablespoons honey, or to taste', '2 cups ice cubes']","['1   Place bananas, milk, peanut butter, honey, and ice cubes in a blender; blend until smooth, about 30 seconds.    Advertisement']",['Per Serving:  335 calories; protein 12.8g; carbohydrates 34.1g; fat 18.8g; cholesterol 9.8mg; sodium 202.8mg.']
https://www.allrecipes.com/recipe/284086/the-secret-to-fluffy-scrambled-eggs/,The Secret to Fluffy Scrambled Eggs,5 mins,5 mins,10 mins,2,2 servings,"['4 large eggs', '1 pinch salt', '4 teaspoons butter']","['1   Whisk eggs with salt until completely combined and very foamy.', '2   Melt butter in a skillet over low heat until bubbling. Add whisked eggs; cook, stirring frequently for even, moist curds, until thickened and creamy, but still shiny, 2 to 3 minutes.', '3   Remove scrambled eggs from the pan before they begin to look dry, as they will continue to thicken off the heat.']",['Per Serving:  281 calories; protein 13.2g; carbohydrates 2g; fat 24.9g; cholesterol 393.5mg; sodium 198.9mg.']
https://www.allrecipes.com/recipe/57783/emilys-famous-hash-browns/,Emily's Famous Hash Browns,20 mins,15 mins,35 mins,4,4 servings,"['2 medium russet potatoes, shredded', '½ medium onion, finely chopped', '¼ cup all-purpose flour', '1 egg', '1 cup oil for frying, or as needed', 'salt and pepper to taste']","['1   Rinse shredded potatoes until water is clear, then drain and squeeze dry. Place shreds in a bowl, and mix in the onion, flour and egg until evenly distributed.', '2   Heat about 1/4 inch of oil in a large heavy skillet over medium-high heat. When oil is sizzling hot, place potatoes into the pan in a 1/2 inch thick layer. Cover the whole bottom of the pan, or make separate piles like pancakes. Cook until nicely browned on the bottom, then flip over and brown on the other side. It should take at least 5 minutes per side. If you are cooking them in one big piece, it can be cut into quarters for easier flipping.', '3   Remove from pan, and drain on paper towels. Season with salt and pepper and serve immediately.']",['Per Serving:  183 calories; protein 4.7g; carbohydrates 26.1g; fat 6.9g; cholesterol 46.5mg; sodium 24.5mg.']
https://www.allrecipes.com/recipe/51301/sarahs-applesauce/,Sarah's Applesauce,10 mins,20 mins,30 mins,4,4 servings,"['4 apples - peeled, cored and chopped', '¾ cup water', '¼ cup white sugar', '½ teaspoon ground cinnamon']","['1   In a saucepan, combine apples, water, sugar, and cinnamon. Cover, and cook over medium heat for 15 to 20 minutes, or until apples are soft. Allow to cool, then mash with a fork or potato masher.    Advertisement']",['Per Serving:  121 calories; protein 0.4g; carbohydrates 31.8g; fat 0.2g; sodium 2.7mg.']
https://www.allrecipes.com/recipe/68641/brunch-on-the-bayou/,Brunch on the Bayou,30 mins,1 hr 10 mins,9 hrs 40 mins,8,8 servings,"['4 ounces Italian sausage, casings removed', '½ (1 pound) loaf day old French bread, broken into small pieces', '3 tablespoons butter, melted', '1 pound shredded Monterey Jack cheese', '1 ½ cups whole milk', '10 eggs', '⅓ cup white wine', '3 green onions, chopped', '2 teaspoons Dijon mustard', '¼ teaspoon black pepper', '¼ teaspoon red pepper flakes', '1 cup sour cream', '½ cup Parmesan cheese']","['1   Place sausage in a skillet over medium-high heat. Cook, stirring constantly until evenly browned. Drain grease, and set aside.', '2   Spread bread pieces in the bottom of a 9x13 inch baking dish. Drizzle melted butter over the bread pieces, then sprinkle in the cooked sausage. Cover with shredded cheese. In a medium bowl, whisk together the eggs, milk, white wine, Dijon mustard, and green onions. Season with black and red pepper. Pour the egg mixture over everything in the baking dish. Cover, and refrigerate 8 hours to overnight.', '3   Remove the dish from the refrigerator 30 minutes prior to baking to allow it to come to room temperature. Preheat the oven to 325 degrees F (165 degrees C).', '4   Cover the dish with aluminum foil, and bake for 30 minutes in the preheated oven. Then uncover, and bake for an additional 30 minutes. Remove from the oven, and spread sour cream over the top. Sprinkle with Parmesan cheese. Return to the oven for an additional 10 minutes, or until cheese is starting to brown slightly.']",['Per Serving:  576 calories; protein 31.4g; carbohydrates 21.6g; fat 39.8g; cholesterol 321.6mg; sodium 863.2mg.']
https://www.allrecipes.com/recipe/20792/b-and-ls-strawberry-smoothie/,B and L's Strawberry Smoothie,5 mins,1 min,6 mins,2,2 servings,"['8 strawberries, hulled', '½ cup skim milk', '½ cup plain yogurt', '3 tablespoons white sugar', '2 teaspoons vanilla extract', '6 cubes ice, crushed']","['1   In a blender combine strawberries, milk, yogurt, sugar and vanilla. Toss in the ice. Blend until smooth and creamy. Pour into glasses and serve.    Advertisement']",['Per Serving:  160 calories; protein 5.6g; carbohydrates 30.3g; fat 1.1g; cholesterol 4.9mg; sodium 71.4mg.']
https://www.allrecipes.com/recipe/23539/strawberry-oatmeal-breakfast-smoothie/,Strawberry Oatmeal Breakfast Smoothie,5 mins,,5 mins,2,2 servings,"['1 cup soy milk', '½ cup rolled oats', '1 banana, broken into chunks', '14 frozen strawberries', '½ teaspoon vanilla extract', '1 ½ teaspoons white sugar']","['1   In a blender, combine soy milk, oats, banana and strawberries. Add vanilla and sugar if desired. Blend until smooth. Pour into glasses and serve.    Advertisement']",['Per Serving:  236 calories; protein 7.6g; carbohydrates 44.9g; fat 3.7g; sodium 65.4mg.']
https://www.allrecipes.com/recipe/199931/avocado-smoothie/,Avocado Smoothie,5 mins,,5 mins,2,4 cups,"['1 ripe avocado, halved and pitted', '1 cup milk', '½ cup vanilla yogurt', '3 tablespoons honey', '8 ice cubes']","['1   Combine the avocado, milk, yogurt, honey, and ice cubes in a blender; blend until smooth.    Advertisement']",['Per Serving:  370 calories; protein 9.2g; carbohydrates 48.7g; fat 17.9g; cholesterol 12.8mg; sodium 101.3mg.']
https://www.allrecipes.com/recipe/161571/mango-banana-smoothie/,Mango-Banana Smoothie,5 mins,,5 mins,2,2 cups,"['1 banana', '½ cup frozen mango pieces', '⅓ cup plain yogurt', '½ cup orange-mango juice blend']","['1   Combine the banana, mango, yogurt, and juice in a blender; blend until nearly smooth.    Advertisement']",['Per Serving:  135 calories; protein 3.2g; carbohydrates 30.4g; fat 0.9g; cholesterol 2.5mg; sodium 38.7mg.']
https://www.allrecipes.com/recipe/215189/fruit-and-yogurt-smoothie/,Fruit and Yogurt Smoothie,5 mins,,5 mins,2,2 servings,"['1 banana', '½ cup yogurt', '1 ½ teaspoons white sugar', '¼ cup pineapple juice', '1 cup strawberries', '1 teaspoon orange juice', '1 teaspoon milk']","['1   Blend the banana, yogurt, sugar, pineapple juice, strawberries, orange juice, and milk in a blender until smooth.    Advertisement']",['Per Serving:  146 calories; protein 4.5g; carbohydrates 31.1g; fat 1.4g; cholesterol 3.7mg; sodium 44.9mg.']
https://www.allrecipes.com/recipe/214936/razzy-blue-smoothie/,Razzy Blue Smoothie,10 mins,,2 hrs 10 mins,3,3 smoothies,"['1 banana', '16 whole almonds', '¼ cup rolled oats', '1 tablespoon flaxseed meal', '1 cup frozen blueberries', '1 cup raspberry yogurt', '¼ cup Concord grape juice', '1 cup 1% buttermilk']","['1   Peel the banana and cut into 1/2-inch chunks. Chill in freezer until solid, about 2 hours.', '2   Place the almonds, oats, and flaxseed meal into a blender; pulse until finely ground. Add the frozen banana, frozen blueberries, yogurt, grape juice, and buttermilk; puree until smooth.']",['Per Serving:  262 calories; protein 8.8g; carbohydrates 44.5g; fat 6.5g; cholesterol 8.3mg; sodium 141.8mg.']
https://www.allrecipes.com/recipe/237136/kale-banana-smoothie/,Kale Banana Smoothie,10 mins,,10 mins,1,1 serving,"['16 fluid ounces coconut water, chilled', '1 banana', '½ avocado, peeled and pitted', '½ cup packed kale', '⅛ lemon, juiced', '1 pinch cayenne pepper']","['1   Put coconut water, banana, avocado, kale, lemon juice, and cayenne pepper in blender; blend until smooth, about 30 seconds.    Advertisement']",['Per Serving:  371 calories; protein 7.8g; carbohydrates 56.2g; fat 16.3g; sodium 509.9mg.']
https://www.allrecipes.com/recipe/244959/chocolate-banana-peanut-butter-protein-shake/,Chocolate Banana Peanut Butter Protein Shake,10 mins,,10 mins,1,2 cups,"['6 cubes ice cubes', '1 cup milk', '1 banana', '1 scoop chocolate-flavored protein powder', '2 tablespoons peanut butter', '1 tablespoon honey', '1 teaspoon unsweetened cocoa powder, or more to taste']","['1   Blend ice cubes, milk, banana, protein powder, peanut butter, honey, and cocoa powder together in a blender until smooth.    Advertisement']",['Per Serving:  561 calories; protein 30.9g; carbohydrates 66.6g; fat 22.8g; cholesterol 59.5mg; sodium 340.5mg.']
https://www.allrecipes.com/recipe/215184/blueberry-smoothie/,Blueberry Smoothie,5 mins,,5 mins,2,2 servings,"['1 cup blueberries (frozen or fresh)', '1 (8 ounce) container plain yogurt', '¾ cup 2% reduced-fat milk', '2 tablespoons white sugar', '½ teaspoon vanilla extract', '⅛ teaspoon ground nutmeg']","['1   Blend the blueberries, yogurt, milk, sugar, vanilla, and nutmeg in a blender until frothy, scraping down the sides of the blender with a spatula occasionally. Serve immediately.    Advertisement']",['Per Serving:  211 calories; protein 9.5g; carbohydrates 35.5g; fat 3.9g; cholesterol 14.1mg; sodium 117.8mg.']
https://www.allrecipes.com/recipe/236413/pineapple-cleanser-smoothie/,Pineapple Cleanser Smoothie,10 mins,,10 mins,1,1 serving,"['1 cup coconut water, or to taste', '1 cup chopped fresh pineapple', '1 stalk celery', '½ cucumber, peeled', '⅓ bunch fresh parsley', '½ lemon, peeled', '1 (1 inch) piece fresh ginger root']","['1   Blend coconut water, pineapple, celery, cucumber, parsley, lemon, and ginger together in a blender until smooth.    Advertisement']",['Per Serving:  169 calories; protein 4.8g; carbohydrates 42.5g; fat 1.3g; sodium 301.3mg.']
https://www.allrecipes.com/recipe/241019/spinach-and-banana-power-smoothie/,Spinach and Banana Power Smoothie,10 mins,,10 mins,1,1 serving,"['1 cup plain soy milk', '¾ cup packed fresh spinach leaves', '1 large banana, sliced']",['1   Blend soy milk and spinach leaves together in a blender until smooth. Add banana and pulse until thoroughly blended.    Advertisement'],['Per Serving:  257 calories; protein 10.1g; carbohydrates 47.1g; fat 4.8g; sodium 143.1mg.']
https://www.allrecipes.com/recipe/23553/basic-fruit-smoothie/,Basic Fruit Smoothie,10 mins,5 mins,15 mins,4,4 servings,"['1 quart strawberries, hulled', '1 banana, broken into chunks', '2 peaches', '1 cup orange-peach-mango juice', '2 cups ice']","['1   In a blender, combine strawberries, banana and peaches. Blend until fruit is pureed. Blend in the juice. Add ice and blend to desired consistency. Pour into glasses and serve.    Advertisement']",['Per Serving:  118 calories; protein 1.6g; carbohydrates 28.5g; fat 0.6g; sodium 16.2mg.']
https://www.allrecipes.com/recipe/138159/pineapple-and-banana-smoothie/,Pineapple and Banana Smoothie,3 mins,,3 mins,1,1 smoothie,"['4 ice cubes', '¼ fresh pineapple - peeled, cored and cubed', '1 large banana, cut into chunks', '1 cup pineapple or apple juice']","['1   Place ice cubes, pineapple, banana, and pineapple juice into the bowl of a blender. Puree on high until smooth.    Advertisement']",['Per Serving:  313 calories; protein 3g; carbohydrates 78.7g; fat 0.9g; sodium 10.1mg.']
